Restaurant ID,Restaurant name,Subzone,City,Order ID,Order Placed At,Order Status,Delivery,Distance,Items in order,Instructions,Discount construct,Bill subtotal,Packaging charges,Restaurant discount (Promo),"Restaurant discount (Flat offs, Freebies & others)",Gold discount,Brand pack discount,Total,Rating,Review,Cancellation / Rejection reason,Restaurant compensation (Cancellation),Restaurant penalty (Rejection),KPT duration (minutes),Rider wait time (minutes),Order Ready Marked,Customer complaint tag,Customer ID
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573405711,"08:02 PM, March 24 2025",Delivered,Zomato Delivery,8km,"1 x Makhani Paneer Pizza, 1 x Chilli Cheese Garlic Bread, 1 x Malai Gud Pide, 1 x All About Chicken Pizza",,Flat 15% off,1926.0,81.86,288.9,0.0,0.0,0.0,1718.96,,,,,,21.38,0.9,Correctly,,c89105b45426e63133eab4fbe8133fc978cb01ea39b819e58c696a1af197c235
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573405712,"01:02 AM, March 01 2025",Delivered,Zomato Delivery,5km,1 x Bone in Peri Peri Grilled Chicken,Order: Please give Breast Piece.,50% off upto Rs.100,420.0,16.0,100.0,0.0,0.0,0.0,336.0,,,,,,21.08,6.9,Correctly,,267622085bf3ad1d048e3029ddd7220a92d584fc1034b2e37decd89bff431704
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573405713,"06:52 PM, March 31 2025",Delivered,Zomato Delivery,15km,"1 x Bellpepper Onion Pizza, 1 x Masala Potato Pide",,Flat Rs.200 off,1118.0,48.0,158.0,0.0,0.0,0.0,1008.0,4.0,,,,,16.55,,Correctly,,dcb724c10a68309df384c4c71945bf07e0efc63a2b2df7e0cb1c72e8b8e18de7
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573405714,"07:03 PM, March 26 2025",Delivered,Zomato Delivery,5km,"1 x Mushroom Mozzarella Melt, 1 x Masala Paneer Pide",,Flat Rs.125 off,827.0,36.7,93.0,0.0,0.0,0.0,770.7,,,,,,16.75,0.9,Correctly,,06537911d8034c6f48698e359cbacea8a282f60a714da7c2c7cbc73f387426c6
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6573405715,"08:19 PM, March 21 2025",Delivered,Zomato Delivery,7km,"1 x Bageecha Pizza, 1 x Peri Peri Grilled Chicken Pizza",,50% off upto Rs.100,1428.0,66.4,100.0,0.0,0.0,0.0,1394.4,,,,,,22.57,4.6,Correctly,,eba554030ff8840b29b414f217e6a2f46b57b4b17472cbfa08ee648b66c8f16f
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6573405716,"03:26 PM, March 13 2025",Delivered,Zomato Delivery,1km,2 x Mutton Seekh Pide,,Buy 1 Get 1 - ₹399.00,399.0,19.95,0.0,0.0,0.0,0.0,418.95,,,,,,12.3,6.4,Incorrectly,,70b56e786d900a3c9aa1123b52d5f194625bb19cd1646869460f5b9dc28cea0c
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6573405717,"09:02 PM, March 08 2025",Delivered,Zomato Delivery,2km,1 x Makhani Paneer Pizza,,Flat Rs.150 off,609.0,24.45,120.0,0.0,0.0,0.0,513.45,,,,,,12.47,2.0,Correctly,,84b00680178313823583d54782e0b16001107894cb2afdd6ebecc057e53db547
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573405718,"06:15 PM, March 14 2025",Delivered,Zomato Delivery,1km,1 x Bone in Peri Peri Grilled Chicken,,40% off upto Rs.80,310.0,11.5,80.0,0.0,0.0,0.0,241.5,,,,,,20.27,14.9,Correctly,,bf9a046dae6c3ae2601a37cee70a71e2624c1498868e1f9c19b589c47a40efc3
21077127,Aura Pizzas,Sector 135,Delhi NCR,6573405719,"02:18 PM, March 20 2025",Rejected,Zomato Delivery,2km,"1 x Murgh Amritsari Seekh Pide, 1 x Fried Chicken Strips",,60% off upto Rs.120,597.0,24.9,99.0,0.0,0.0,0.0,522.9,,,Cancelled by Zomato,381.41,,17.55,4.2,Correctly,,d7551e651c36ebc7894b1d0af715522e8b72a4a096b17e169e6fbe84cb4920c1
20659868,Aura Pizzas,  Sector 4  ,Delhi NCR,6573405720,"01:49 PM, March 23 2025",Delivered,Zomato Delivery,2km,"1 x Bageecha Pizza, 1 x Pepperoni Garlic Bread",,,1078.0,53.9,0.0,0.0,0.0,0.0,1131.9,,,,,,14.28,5.9,Correctly,,0ba405d5a4bbef2c709788f4b9f532748b50e7ad196741970f4bf20c21648eb9
21309083,Swaad,Sector 135,Delhi NCR,6573405721,"07:50 PM, March 02 2025",Delivered,Zomato Delivery,1km,1 x Grilled Chicken Angara Tangdi,,,405.0,20.25,0.0,0.0,0.0,0.0,425.25,,,,,,18.13,7.5,Correctly,,a3364cc76c1c3f7555e13be179a354d9c5c0e1494c2e9e927719b191d714865a
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573405722,"05:08 PM, March 29 2025",Delivered,Zomato Delivery,1km,"1 x Peanut Butter Chocolate Pide, 1 x All About Chicken Pizza",,Flat Rs.200 off,1158.0,52.3,112.0,0.0,0.0,0.0,1098.3,,,,,,26.05,9.1,Correctly,,ed8f8d1c9ca1009fcf4152f824b5d0a371d2f8f3aece87bc98cffc66fe3968e8
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6573405723,"10:55 PM, March 28 2025",Delivered,Zomato Delivery,9km,"1 x Angara Paneer Melt, 1 x Tripple Cheese Pizza, 1 x Harisa Mayo",,Flat Rs.200 off,1058.0,42.9,200.0,0.0,0.0,0.0,900.9,,,,,,,0.2,Correctly,Poor taste or quality,55569fe6b622fa56ff3bc6c4b1ba81b1d5c2a9b64a2dd68be6885d7f164e7360
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573405724,"01:48 PM, March 12 2025",Delivered,Zomato Delivery,4km,1 x Fried Chicken Ghostbuster Tender,,50% off upto Rs.100,325.0,11.25,100.0,0.0,0.0,0.0,236.25,5.0,,,,,13.53,3.4,Incorrectly,,541617de5ef8bd11bb45e66206705c643cd7aac15efe89d5d533400e896eddc2
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573405725,"07:47 PM, March 03 2025",Delivered,Zomato Delivery,5km,"1 x Jamaican Chicken Melt, 1 x Spinach Sumac Pide",,Flat Rs.150 off,848.0,36.4,120.0,0.0,0.0,0.0,764.4,,,,,,17.85,0.7,Correctly,,74d7a10ef88246440d24787ce3bf3f5bc1cd6e20c133c140a7e6f2609d4ef153
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573405726,"03:08 AM, March 12 2025",Delivered,Zomato Delivery,4km,1 x Cheesy Garlic Bread,,60% off upto Rs.120,249.0,7.95,90.0,0.0,0.0,0.0,166.95,,,,,,2.48,3.5,Incorrectly,,9f9511c1b8f332f6d61721fece25bf54202ef761c2276fe2fa66bf1e73773b06
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573405727,"08:02 PM, March 29 2025",Delivered,Zomato Delivery,1km,"1 x Murgh Amritsari Seekh Pide, 1 x Spinach Sumac Pide",,,678.0,33.9,0.0,0.0,0.0,0.0,711.9,,,,,,10.75,0.8,Correctly,,41055279055e9f316180a156699dbe5d2becbed23bb7b040ade41165dd401677
21077127,Aura Pizzas,Sector 135,Delhi NCR,6573405728,"11:03 AM, March 17 2025",Delivered,Zomato Delivery,1km,1 x Jamaican Chicken Melt,,60% off upto Rs.120,479.0,19.0,99.0,0.0,0.0,0.0,399.0,,,,,,23.0,13.6,Correctly,,25d54fd63c5e8755f1883e7ecf82a7342c125dc1d6924207cbbae15818fd32c6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573405729,"11:38 PM, March 09 2025",Delivered,Zomato Delivery,6km,"1 x Makhani Paneer Pizza, 1 x Bageecha Pizza, 2 x Chilli Cheese Garlic Bread",,Buy 1 Get 1 - ₹838.00,858.0,42.9,0.0,0.0,0.0,0.0,900.9,,,,,,31.6,6.5,Correctly,,84d57ae75689d1edcae22d22b4a1cfd0cd8e81978df57f9b0a9f41b8c64fba04
21173951,Aura Pizzas,Vasant Kunj,Delhi NCR,6573405730,"07:01 PM, March 13 2025",Delivered,Zomato Delivery,5km,"1 x Chilli Cheese Garlic Bread, 1 x Murgh Amritsari Seekh Melt, 1 x Peri Peri Grilled Chicken Pizza",,,1357.0,67.85,0.0,0.0,0.0,0.0,1424.85,,,,,,21.87,7.4,Correctly,,a476cfe3f8d4a4ff86b277a93aaf64b520338bd1d0ce6a8f1fdf84c27aaa5cf9
21173951,Aura Pizzas,Vasant Kunj,Delhi NCR,6573405731,"07:01 PM, April 30 2025",Delivered,Zomato Delivery,5km,"1 x Chilli Cheese Garlic Bread, 1 x Murgh Amritsari Seekh Melt, 1 x Peri Peri Grilled Chicken Pizza",,,1357.0,67.85,0.0,0.0,0.0,0.0,1424.85,,,,,,21.87,7.4,Correctly,,a476cfe3f8d4a4ff86b277a93aaf64b520338bd1d0ce6a8f1fdf84c27aaa5cf9
21173951,Aura Pizzas,Vasant Kunj,Delhi NCR,6573405732,"07:01 PM, May 24 2025",Delivered,Zomato Delivery,5km,"1 x Chilli Cheese Garlic Bread, 1 x Murgh Amritsari Seekh Melt, 1 x Peri Peri Grilled Chicken Pizza",,,1357.0,67.85,0.0,0.0,0.0,0.0,1424.85,,,,,,21.87,7.4,Correctly,,a476cfe3f8d4a4ff86b277a93aaf64b520338bd1d0ce6a8f1fdf84c27aaa5cf9
21173951,Aura Pizzas,Vasant Kunj,Delhi NCR,6573405733,"07:01 PM, June 18 2025",Delivered,Zomato Delivery,5km,"1 x Chilli Cheese Garlic Bread, 1 x Murgh Amritsari Seekh Melt, 1 x Peri Peri Grilled Chicken Pizza",,,1357.0,67.85,0.0,0.0,0.0,0.0,1424.85,,,,,,21.87,7.4,Correctly,,a476cfe3f8d4a4ff86b277a93aaf64b520338bd1d0ce6a8f1fdf84c27aaa5cf9
21173951,Aura Pizzas,Vasant Kunj,Delhi NCR,6573405734,"07:01 PM, July 09 2025",Delivered,Zomato Delivery,5km,"1 x Chilli Cheese Garlic Bread, 1 x Murgh Amritsari Seekh Melt, 1 x Peri Peri Grilled Chicken Pizza",,,1357.0,67.85,0.0,0.0,0.0,0.0,1424.85,,,,,,21.87,7.4,Correctly,,a476cfe3f8d4a4ff86b277a93aaf64b520338bd1d0ce6a8f1fdf84c27aaa5cf9
21173951,Aura Pizzas,Vasant Kunj,Delhi NCR,6573405735,"07:01 PM, August 15 2025",Delivered,Zomato Delivery,5km,"1 x Chilli Cheese Garlic Bread, 1 x Murgh Amritsari Seekh Melt, 1 x Peri Peri Grilled Chicken Pizza",,,1357.0,67.85,0.0,0.0,0.0,0.0,1424.85,,,,,,21.87,7.4,Correctly,,a476cfe3f8d4a4ff86b277a93aaf64b520338bd1d0ce6a8f1fdf84c27aaa5cf9
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573405736,"11:06 AM, March 21 2025",Delivered,Zomato Delivery,5km,"1 x Angara Paneer Melt, 1 x Tripple Cheese Pizza",,Buy 1 Get 1 - ₹508.00,549.0,27.45,0.0,0.0,0.0,0.0,576.45,,,,,,19.23,0.5,Correctly,,7bb8ad6170cd3fa7aa0f9458303f73611a337e808b209c735a8382144faaff8f
20882713,Swaad,DLF Phase 1,Delhi NCR,6573405737,"10:03 PM, March 16 2025",Delivered,Zomato Delivery,5km,"1 x Fried Chicken Peri Peri Tender, 1 x Bone in Jamaican Grilled Chicken, 1 x AAC Saucy Fries",,Flat 15% off,970.0,41.95,130.95,0.0,0.0,0.0,881.0,,,,,,18.32,4.1,Incorrectly,,8fec9a72836962643bdbf9ffc5c2cc92ddeb6a60d98769167c684c8e0eff6a40
20882713,Swaad,DLF Phase 1,Delhi NCR,6573405738,"10:03 PM, April 06 2025",Delivered,Zomato Delivery,5km,"1 x Fried Chicken Peri Peri Tender, 1 x Bone in Jamaican Grilled Chicken, 1 x AAC Saucy Fries",,Flat 15% off,970.0,41.95,130.95,0.0,0.0,0.0,881.0,,,,,,18.32,4.1,Incorrectly,,8fec9a72836962643bdbf9ffc5c2cc92ddeb6a60d98769167c684c8e0eff6a40
20882713,Swaad,DLF Phase 1,Delhi NCR,6573405739,"10:03 PM, May 10 2025",Delivered,Zomato Delivery,5km,"1 x Fried Chicken Peri Peri Tender, 1 x Bone in Jamaican Grilled Chicken, 1 x AAC Saucy Fries",,Flat 15% off,970.0,41.95,130.95,0.0,0.0,0.0,881.0,,,,,,18.32,4.1,Incorrectly,,8fec9a72836962643bdbf9ffc5c2cc92ddeb6a60d98769167c684c8e0eff6a40
20882713,Swaad,DLF Phase 1,Delhi NCR,6573405740,"10:03 PM, June 16 2025",Delivered,Zomato Delivery,5km,"1 x Fried Chicken Peri Peri Tender, 1 x Bone in Jamaican Grilled Chicken, 1 x AAC Saucy Fries",,Flat 15% off,970.0,41.95,130.95,0.0,0.0,0.0,881.0,,,,,,18.32,4.1,Incorrectly,,8fec9a72836962643bdbf9ffc5c2cc92ddeb6a60d98769167c684c8e0eff6a40
20882713,Swaad,DLF Phase 1,Delhi NCR,6573405741,"10:03 PM, July 24 2025",Delivered,Zomato Delivery,5km,"1 x Fried Chicken Peri Peri Tender, 1 x Bone in Jamaican Grilled Chicken, 1 x AAC Saucy Fries",,Flat 15% off,970.0,41.95,130.95,0.0,0.0,0.0,881.0,,,,,,18.32,4.1,Incorrectly,,8fec9a72836962643bdbf9ffc5c2cc92ddeb6a60d98769167c684c8e0eff6a40
20882713,Swaad,DLF Phase 1,Delhi NCR,6573405742,"10:03 PM, August 19 2025",Delivered,Zomato Delivery,5km,"1 x Fried Chicken Peri Peri Tender, 1 x Bone in Jamaican Grilled Chicken, 1 x AAC Saucy Fries",,Flat 15% off,970.0,41.95,130.95,0.0,0.0,0.0,881.0,,,,,,18.32,4.1,Incorrectly,,8fec9a72836962643bdbf9ffc5c2cc92ddeb6a60d98769167c684c8e0eff6a40
21309083,Swaad,Sector 135,Delhi NCR,6573405743,"05:53 PM, March 26 2025",Delivered,Zomato Delivery,2km,1 x Bone in Peri Peri Grilled Chicken,,,310.0,15.5,0.0,0.0,0.0,0.0,325.5,,,,,,23.32,4.4,Correctly,,0280fb4c83642a049eab7fd45f6be636980fcdf3a05c9a69c234eab1c05693fb
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573405744,"09:55 PM, March 14 2025",Delivered,Zomato Delivery,1km,"1 x Grilled Chicken Peri Peri Tender, 1 x Grilled Chicken Jamaican Tender",,Flat 15% off,870.0,37.63,117.45,0.0,0.0,0.0,790.18,,,,,,12.72,0.5,Correctly,,9719c995b30217e4ec9f600ec7a743da7bcf7ed9eeb9d4a52c58a2507374ee0d
21077127,Aura Pizzas,Sector 135,Delhi NCR,6573405745,"10:13 PM, March 29 2025",Delivered,Zomato Delivery,3km,"1 x All About Chicken Pizza, 1 x Masala Paneer Pide, 1 x Malai Gud Pide",,Flat Rs.200 off,1237.0,51.85,200.0,0.0,0.0,0.0,1088.85,,,,,,22.43,9.4,Correctly,,57433237555e7b7b684875bca667d148b8b32f0be70a7165eb1ce3b451d90f94
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573405746,"01:02 AM, March 15 2025",Delivered,Zomato Delivery,2km,"1 x Fried Chicken Peri Peri Tender, 1 x Fried Chicken Angara Tender",,Flat Rs.200 off,785.0,29.25,200.0,0.0,0.0,0.0,614.25,,,,,,18.8,0.6,Correctly,,8d674e4f4c7e7748ad2336558a883292957f27bca17227d66c810bd77d04309b
20320607,Swaad,Sector 4,Delhi NCR,6573405747,"02:54 AM, March 30 2025",Delivered,Zomato Delivery,2km,"2 x Garlic Aioli, 1 x Grilled Chicken Angara Tender, 1 x Fried Chicken Angara Tender, 1 x Peri Peri Fries",,Flat 15% off,1004.0,43.42,135.54,0.0,0.0,0.0,911.88,,,,,,17.78,12.3,Correctly,,b9c801a7fde759ea62aa5681069bf4ebcc0923a7a9691235ba00d28924f0d6f7
20882713,Swaad,DLF Phase 1,Delhi NCR,6573405748,"11:08 PM, March 10 2025",Delivered,Zomato Delivery,2km,"1 x Grilled Chicken Peri Peri Tender, 2 x GhostBuster Sauce, 1 x Bone in Peri Peri Grilled Chicken",,Flat Rs.175 off,1015.0,42.0,175.0,0.0,0.0,0.0,882.0,5.0,,,,,23.05,4.1,Incorrectly,,188df68bf42c056dd0b69599540cf4a810b2e7612216ff95c92c9c6bfd785d29
20882713,Swaad,DLF Phase 1,Delhi NCR,6573405749,"11:08 PM, April 06 2025",Delivered,Zomato Delivery,2km,"1 x Grilled Chicken Peri Peri Tender, 2 x GhostBuster Sauce, 1 x Bone in Peri Peri Grilled Chicken",,Flat Rs.175 off,1015.0,42.0,175.0,0.0,0.0,0.0,882.0,5.0,,,,,23.05,4.1,Incorrectly,,188df68bf42c056dd0b69599540cf4a810b2e7612216ff95c92c9c6bfd785d29
20882713,Swaad,DLF Phase 1,Delhi NCR,6573405750,"11:08 PM, May 13 2025",Delivered,Zomato Delivery,2km,"1 x Grilled Chicken Peri Peri Tender, 2 x GhostBuster Sauce, 1 x Bone in Peri Peri Grilled Chicken",,Flat Rs.175 off,1015.0,42.0,175.0,0.0,0.0,0.0,882.0,5.0,,,,,23.05,4.1,Incorrectly,,188df68bf42c056dd0b69599540cf4a810b2e7612216ff95c92c9c6bfd785d29
20882713,Swaad,DLF Phase 1,Delhi NCR,6573405751,"11:08 PM, June 12 2025",Delivered,Zomato Delivery,2km,"1 x Grilled Chicken Peri Peri Tender, 2 x GhostBuster Sauce, 1 x Bone in Peri Peri Grilled Chicken",,Flat Rs.175 off,1015.0,42.0,175.0,0.0,0.0,0.0,882.0,5.0,,,,,23.05,4.1,Incorrectly,,188df68bf42c056dd0b69599540cf4a810b2e7612216ff95c92c9c6bfd785d29
20882713,Swaad,DLF Phase 1,Delhi NCR,6573405752,"11:08 PM, July 18 2025",Delivered,Zomato Delivery,2km,"1 x Grilled Chicken Peri Peri Tender, 2 x GhostBuster Sauce, 1 x Bone in Peri Peri Grilled Chicken",,Flat Rs.175 off,1015.0,42.0,175.0,0.0,0.0,0.0,882.0,5.0,,,,,23.05,4.1,Incorrectly,,188df68bf42c056dd0b69599540cf4a810b2e7612216ff95c92c9c6bfd785d29
20882713,Swaad,DLF Phase 1,Delhi NCR,6573405753,"11:13 AM, March 08 2025",Delivered,Zomato Delivery,7km,1 x Bone in Jamaican Grilled Chicken,,50% off upto Rs.100,310.0,10.5,100.0,0.0,0.0,0.0,220.5,,,,,,16.95,1.6,Correctly,,56086ac9da7cdd73f8eede0fcd5950cbda62e377ec603ea129aa7402f5b973e3
20882713,Swaad,DLF Phase 1,Delhi NCR,6573405754,"11:13 AM, April 12 2025",Delivered,Zomato Delivery,7km,1 x Bone in Jamaican Grilled Chicken,,50% off upto Rs.100,310.0,10.5,100.0,0.0,0.0,0.0,220.5,,,,,,16.95,1.6,Correctly,,56086ac9da7cdd73f8eede0fcd5950cbda62e377ec603ea129aa7402f5b973e3
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573405755,"06:33 PM, March 19 2025",Delivered,Zomato Delivery,1km,"1 x Murgh Amritsari Seekh Pide, 1 x OG Cheese Pide",,Buy 1 Get 1 - ₹349.00,349.0,17.45,0.0,0.0,0.0,0.0,366.45,,,,,,11.38,0.7,Correctly,,de63c8fe454f1b8defca50eed44d4c1b53e45ae7d517ab5d9420b9a903df9305
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573405756,"06:33 PM, April 04 2025",Delivered,Zomato Delivery,1km,"1 x Murgh Amritsari Seekh Pide, 1 x OG Cheese Pide",,Buy 1 Get 1 - ₹349.00,349.0,17.45,0.0,0.0,0.0,0.0,366.45,,,,,,11.38,0.7,Correctly,,de63c8fe454f1b8defca50eed44d4c1b53e45ae7d517ab5d9420b9a903df9305
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573405757,"06:33 PM, May 26 2025",Delivered,Zomato Delivery,1km,"1 x Murgh Amritsari Seekh Pide, 1 x OG Cheese Pide",,Buy 1 Get 1 - ₹349.00,349.0,17.45,0.0,0.0,0.0,0.0,366.45,,,,,,11.38,0.7,Correctly,,de63c8fe454f1b8defca50eed44d4c1b53e45ae7d517ab5d9420b9a903df9305
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573405758,"06:33 PM, June 03 2025",Delivered,Zomato Delivery,1km,"1 x Murgh Amritsari Seekh Pide, 1 x OG Cheese Pide",,Buy 1 Get 1 - ₹349.00,349.0,17.45,0.0,0.0,0.0,0.0,366.45,,,,,,11.38,0.7,Correctly,,de63c8fe454f1b8defca50eed44d4c1b53e45ae7d517ab5d9420b9a903df9305
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573405759,"06:33 PM, July 01 2025",Delivered,Zomato Delivery,1km,"1 x Murgh Amritsari Seekh Pide, 1 x OG Cheese Pide",,Buy 1 Get 1 - ₹349.00,349.0,17.45,0.0,0.0,0.0,0.0,366.45,,,,,,11.38,0.7,Correctly,,de63c8fe454f1b8defca50eed44d4c1b53e45ae7d517ab5d9420b9a903df9305
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573405760,"12:39 AM, March 17 2025",Delivered,Zomato Delivery,7km,2 x Cheesy Garlic Bread,,Buy 1 Get 1 - ₹298.00,298.0,14.9,0.0,0.0,0.0,0.0,312.9,,,,,,,0.2,Correctly,,7e5705075abdadba116199c3ae35c222afcc46c085b0da7e8f51cebd72fccfdf
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573405761,"11:41 PM, March 24 2025",Delivered,Zomato Delivery,1km,"1 x Salted Fries ., 1 x Grilled Chicken Smoky BBQ Tender",,Flat Rs.80 off,479.0,19.95,80.0,0.0,0.0,0.0,418.95,,,,,,10.77,0.5,Correctly,,bf5118e76ced21142780c365d6edbffa539542c7c471620cc880f2935f296495
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573405762,"11:41 PM, April 16 2025",Delivered,Zomato Delivery,1km,"1 x Salted Fries ., 1 x Grilled Chicken Smoky BBQ Tender",,Flat Rs.80 off,479.0,19.95,80.0,0.0,0.0,0.0,418.95,,,,,,10.77,0.5,Correctly,,bf5118e76ced21142780c365d6edbffa539542c7c471620cc880f2935f296495
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573405763,"11:41 PM, May 01 2025",Delivered,Zomato Delivery,1km,"1 x Salted Fries ., 1 x Grilled Chicken Smoky BBQ Tender",,Flat Rs.80 off,479.0,19.95,80.0,0.0,0.0,0.0,418.95,,,,,,10.77,0.5,Correctly,,bf5118e76ced21142780c365d6edbffa539542c7c471620cc880f2935f296495
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573405764,"11:41 PM, June 29 2025",Delivered,Zomato Delivery,1km,"1 x Salted Fries ., 1 x Grilled Chicken Smoky BBQ Tender",,Flat Rs.80 off,479.0,19.95,80.0,0.0,0.0,0.0,418.95,,,,,,10.77,0.5,Correctly,,bf5118e76ced21142780c365d6edbffa539542c7c471620cc880f2935f296495
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573405765,"11:41 PM, July 23 2025",Delivered,Zomato Delivery,1km,"1 x Salted Fries ., 1 x Grilled Chicken Smoky BBQ Tender",,Flat Rs.80 off,479.0,19.95,80.0,0.0,0.0,0.0,418.95,,,,,,10.77,0.5,Correctly,,bf5118e76ced21142780c365d6edbffa539542c7c471620cc880f2935f296495
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573405766,"11:41 PM, August 10 2025",Delivered,Zomato Delivery,1km,"1 x Salted Fries ., 1 x Grilled Chicken Smoky BBQ Tender",,Flat Rs.80 off,479.0,19.95,80.0,0.0,0.0,0.0,418.95,,,,,,10.77,0.5,Correctly,,bf5118e76ced21142780c365d6edbffa539542c7c471620cc880f2935f296495
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573405767,"10:24 PM, March 17 2025",Delivered,Zomato Delivery,11km,"2 x Bageecha Pizza, 1 x Herbed Potato",,Flat Rs.200 off,1346.0,62.3,100.0,0.0,0.0,0.0,1308.3,,,,,,18.07,5.8,Correctly,,55f9a5791f43110cf12f709cca4fa072e02c17407e9fd2ca99d0ea6af201e6f8
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573405768,"10:24 PM, April 27 2025",Delivered,Zomato Delivery,11km,"2 x Bageecha Pizza, 1 x Herbed Potato",,Flat Rs.200 off,1346.0,62.3,100.0,0.0,0.0,0.0,1308.3,,,,,,18.07,5.8,Correctly,,55f9a5791f43110cf12f709cca4fa072e02c17407e9fd2ca99d0ea6af201e6f8
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573405769,"10:24 PM, May 22 2025",Delivered,Zomato Delivery,11km,"2 x Bageecha Pizza, 1 x Herbed Potato",,Flat Rs.200 off,1346.0,62.3,100.0,0.0,0.0,0.0,1308.3,,,,,,18.07,5.8,Correctly,,55f9a5791f43110cf12f709cca4fa072e02c17407e9fd2ca99d0ea6af201e6f8
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573405770,"10:24 PM, June 29 2025",Delivered,Zomato Delivery,11km,"2 x Bageecha Pizza, 1 x Herbed Potato",,Flat Rs.200 off,1346.0,62.3,100.0,0.0,0.0,0.0,1308.3,,,,,,18.07,5.8,Correctly,,55f9a5791f43110cf12f709cca4fa072e02c17407e9fd2ca99d0ea6af201e6f8
21309083,Swaad,Sector 135,Delhi NCR,6573405771,"07:53 PM, March 05 2025",Delivered,Zomato Delivery,4km,"1 x Bone in Peri Peri Grilled Chicken, 1 x Grilled Chicken Peri Peri Tender",,Buy 1 Get 1 - ₹310.00,310.0,15.5,0.0,0.0,0.0,0.0,325.5,,,,,,17.0,2.2,Correctly,,26a519c0f103ebd5009e15ca9e2b12edc961ed4f21d343327f808a31d6f6204b
20320607,Swaad,Sector 4,Delhi NCR,6573405772,"11:33 AM, March 21 2025",Delivered,Zomato Delivery,6km,10 x Bone in Angara Grilled Chicken,,Buy 7 Get 3 - ₹930.00,2170.0,108.5,0.0,0.0,0.0,0.0,2278.5,,,,,,28.27,18.8,Incorrectly,,8c7033e0c26824240bfc9765b8782d332f0e078e84bfe6515170f03507c2f392
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6573405773,"01:52 PM, March 24 2025",Delivered,Zomato Delivery,2km,1 x Bageecha Pizza,,,599.0,14.98,0.0,299.5,0.0,0.0,314.48,5.0,,,,,14.78,10.4,Correctly,,84842e5991c430b6056d45293e247cd50c07e144c86290d14cfdff854be6c25c
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6573405774,"01:52 PM, April 08 2025",Delivered,Zomato Delivery,2km,1 x Bageecha Pizza,,,599.0,14.98,0.0,299.5,0.0,0.0,314.48,5.0,,,,,14.78,10.4,Correctly,,84842e5991c430b6056d45293e247cd50c07e144c86290d14cfdff854be6c25c
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573405775,"04:19 PM, March 28 2025",Delivered,Zomato Delivery,2km,1 x Fried Chicken Ghostbuster Tender,,,460.0,11.5,0.0,230.0,0.0,0.0,241.5,,,,,,9.52,0.2,Correctly,,47f2558fbcc2e05b65ca8b027e814632d9562611f1211c926d11ea2441af4cc5
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573405776,"02:07 PM, March 12 2025",Delivered,Zomato Delivery,2km,1 x Peri Peri Paneer Pizza,,50% off upto Rs.100,579.0,23.95,100.0,0.0,0.0,0.0,502.95,,,,,,,2.5,Correctly,,320a94594f2a98b9c7ad33941341de08186c7241ea1b732433b0c04d7c27b4a4
